"","Time","ID","sp1","sp2","sp3","sp4","sp5","sp6","sp7","sp8","sp9","sp10","sp11","sp12","sp13","sp14","sp15","sp16","sp17","sp18","sp19","sp20","sp21","sp22","sp23","sp24","sp25","sp26","sp27","sp28","sp29","sp30","sp31","sp32","sp33","sp34","sp35","sp36","sp37","sp38","sp39","sp40","sp41","sp42","sp43","sp44","sp45","sp46","sp47","sp48","sp49","sp50"
"Sbj62_Time2",2,62,17,5,31,27,25,35,40,51,13,40,41,24,18,39,36,22,14,17,17,12,17,38,26,29,28,11,9,34,6,18,47,15,9,40,24,33,18,23,9,17,17,14,16,15,13,40,13,18,11,7
"Sbj62_Time3",3,62,20,14,32,24,20,37,47,53,12,45,37,24,23,29,39,25,9,22,20,16,16,42,30,34,26,11,14,38,7,14,41,8,14,40,16,33,17,21,13,20,19,15,8,22,11,41,14,14,10,8
"Sbj62_Time4",4,62,12,5,32,26,25,36,42,50,11,34,38,19,20,24,36,25,10,21,8,15,18,35,29,30,24,9,14,34,11,11,43,20,8,41,12,34,16,26,9,27,17,8,16,12,6,36,17,16,9,6
"Sbj63_Time1",1,63,16,19,23,19,17,22,11,12,17,15,16,14,22,9,18,15,20,15,15,13,19,20,12,10,19,17,11,8,12,18,18,11,20,21,23,9,13,17,13,17,21,7,23,14,17,19,16,13,17,14
"Sbj63_Time2",2,63,10,15,10,10,20,13,13,26,11,11,22,5,26,12,25,14,12,15,28,13,25,16,20,15,19,10,24,13,15,12,16,24,19,18,19,24,12,24,13,17,19,16,28,16,14,16,14,17,14,28
"Sbj63_Time3",3,63,17,13,7,14,21,16,13,23,13,9,19,9,32,12,26,13,15,19,28,15,23,18,24,11,20,13,28,7,11,19,19,23,21,13,16,19,11,25,11,18,16,16,22,17,15,13,21,14,15,21
"Sbj63_Time4",4,63,21,13,14,13,22,14,15,24,15,6,21,8,28,14,20,16,17,20,33,13,25,19,24,17,16,14,33,16,14,15,19,18,24,12,12,23,12,26,12,18,19,15,23,16,18,16,19,10,11,31
"Sbj64_Time1",1,64,18,12,16,10,19,11,20,13,10,13,23,22,15,11,12,19,15,5,15,22,21,10,16,18,16,17,20,15,10,12,16,13,11,17,15,14,10,12,10,10,15,11,9,24,23,15,10,7,13,20
"Sbj64_Time2",2,64,74,9,61,10,8,32,32,16,17,61,13,52,29,28,30,40,47,70,27,68,11,45,87,17,12,16,33,65,60,15,38,31,21,8,43,44,13,25,15,59,26,12,52,13,13,51,31,22,22,11
"Sbj64_Time3",3,64,70,10,62,12,11,35,27,6,9,61,12,53,29,29,39,34,45,66,22,73,5,53,92,19,9,12,36,62,62,12,45,29,16,13,38,42,7,16,6,57,26,16,49,10,10,45,34,18,24,16
"Sbj64_Time4",4,64,74,14,66,15,13,42,27,13,13,64,14,49,32,27,34,37,40,64,19,73,16,49,90,16,10,10,40,65,60,12,40,31,17,15,38,37,14,21,14,55,21,7,52,11,13,49,36,18,29,14
"Sbj65_Time1",1,65,22,22,15,13,11,12,15,20,12,21,26,16,13,14,8,26,15,19,15,15,17,23,15,15,10,7,14,21,9,9,17,16,18,16,15,11,24,25,21,18,19,26,17,18,14,11,17,18,22,22
"Sbj65_Time2",2,65,10,15,9,12,31,15,28,13,21,34,34,16,20,11,31,21,24,22,19,23,40,11,9,29,38,17,12,10,24,25,36,14,11,18,13,21,22,29,11,21,8,6,24,15,11,10,21,15,20,19
"Sbj65_Time3",3,65,11,15,12,11,30,16,28,13,19,45,36,17,12,4,26,14,29,20,18,26,36,21,14,31,38,17,12,14,28,28,32,7,15,22,14,14,23,28,4,22,21,14,19,19,5,11,29,11,20,15
"Sbj65_Time4",4,65,8,12,4,9,28,16,31,12,30,46,29,19,18,9,30,20,26,26,19,26,38,21,14,29,43,20,12,13,25,23,31,12,13,20,10,23,26,21,9,17,11,16,17,19,8,9,29,18,21,19
"Sbj66_Time1",1,66,17,25,22,12,15,18,22,14,21,12,19,19,19,11,16,23,13,11,23,15,18,13,15,23,17,15,14,12,17,12,8,21,17,22,18,21,15,21,11,23,21,16,15,25,7,19,12,12,22,6
"Sbj66_Time2",2,66,24,26,15,10,30,27,21,38,42,31,12,17,42,8,9,6,20,14,31,36,23,22,24,37,23,20,17,29,10,26,30,13,32,15,34,7,25,16,11,34,8,33,12,31,11,30,11,9,15,13
"Sbj66_Time3",3,66,10,15,15,10,25,33,22,39,47,30,8,18,45,12,9,6,10,19,30,27,21,20,13,34,18,15,24,28,8,23,27,15,29,19,32,11,23,24,9,31,13,35,13,28,10,36,5,15,13,6
"Sbj66_Time4",4,66,22,21,13,12,30,31,17,37,41,29,12,17,44,14,13,10,14,18,29,28,21,22,23,39,19,19,17,30,12,23,28,8,32,22,36,9,24,19,16,37,13,34,13,32,4,37,15,7,7,11
"Sbj67_Time1",1,67,12,24,14,13,13,17,13,16,13,10,16,17,20,15,13,12,18,12,15,10,16,19,22,23,13,17,15,21,17,7,17,12,14,17,19,26,15,13,21,19,18,17,14,15,13,13,14,24,11,7
"Sbj67_Time2",2,67,24,52,13,10,17,39,15,54,11,25,28,32,9,27,13,21,11,17,12,19,15,17,13,34,25,11,14,28,16,27,55,38,23,23,9,10,15,26,28,27,31,44,12,9,34,14,39,10,16,16
"Sbj67_Time3",3,67,17,54,13,9,11,34,23,48,12,20,29,29,12,19,21,15,9,17,9,19,11,18,9,31,27,11,8,30,25,30,56,37,24,21,10,9,13,20,24,32,21,36,8,10,30,10,33,17,14,15
"Sbj67_Time4",4,67,22,52,12,12,15,41,16,47,12,16,28,32,10,23,24,17,11,24,9,25,13,15,10,35,25,13,14,23,25,34,56,41,22,17,6,18,17,21,21,24,25,45,13,5,30,8,37,11,16,18
"Sbj68_Time1",1,68,15,18,14,21,16,8,16,24,17,16,6,32,11,9,21,7,14,13,19,22,18,15,22,22,15,16,15,15,10,7,16,18,12,13,16,17,18,10,16,12,17,9,19,16,14,14,15,16,20,22
"Sbj68_Time2",2,68,23,24,51,19,30,27,19,17,19,25,43,19,22,24,13,20,9,7,30,34,8,20,29,7,24,33,30,28,18,6,13,13,16,11,15,6,16,20,26,31,12,18,11,40,19,13,12,31,41,13
"Sbj68_Time3",3,68,27,14,45,16,37,28,19,18,22,23,43,19,21,26,6,24,17,5,26,30,16,12,33,12,18,39,24,31,14,3,9,9,12,8,12,13,19,17,31,24,18,19,19,32,13,11,14,32,44,13
"Sbj68_Time4",4,68,25,26,46,9,28,24,23,14,20,27,39,9,26,19,11,23,14,8,27,31,7,12,26,9,20,33,31,39,11,9,11,16,16,11,10,15,19,18,24,27,8,20,10,39,15,15,12,30,36,15
"Sbj69_Time1",1,69,8,17,12,17,16,21,19,12,15,17,20,19,11,26,17,23,19,8,18,10,16,21,24,8,18,10,19,15,12,10,14,17,17,14,21,24,24,17,12,9,13,20,19,18,13,13,12,18,15,14
"Sbj69_Time2",2,69,19,11,51,16,14,25,21,21,22,8,28,34,23,29,22,12,9,8,8,15,21,21,14,26,21,42,12,38,27,8,12,17,19,29,8,21,11,23,33,18,14,16,21,9,11,11,29,29,7,5
"Sbj69_Time3",3,69,20,10,53,21,15,26,23,29,27,15,24,31,28,25,23,17,10,9,14,20,17,21,13,23,21,43,9,34,30,17,9,17,19,28,12,19,10,19,25,22,17,10,28,12,12,14,22,31,12,15
"Sbj69_Time4",4,69,23,10,52,19,16,23,20,25,24,13,26,29,21,22,24,19,9,11,12,12,22,17,8,23,25,48,21,31,27,12,15,18,18,32,8,20,6,21,20,16,14,9,21,13,13,11,24,28,3,12
"Sbj7_Time1",1,7,15,12,11,19,16,14,19,21,21,15,18,15,10,13,19,10,12,11,19,20,9,20,25,17,14,12,13,23,13,12,11,17,16,20,15,14,21,13,21,17,19,16,15,19,15,21,11,22,18,21
"Sbj7_Time2",2,7,11,76,66,17,56,12,21,20,6,17,33,29,51,78,76,81,22,15,12,46,10,20,5,11,12,16,14,57,39,47,37,71,40,3,39,30,45,40,5,12,81,46,55,52,18,34,15,40,68,10
"Sbj7_Time3",3,7,11,71,65,10,57,8,30,16,7,18,34,33,55,83,82,80,20,13,16,45,11,15,12,14,7,20,13,54,41,48,35,59,36,6,38,28,46,41,14,10,82,43,55,58,19,38,17,35,72,14
"Sbj7_Time4",4,7,13,69,64,6,57,6,19,18,10,17,29,24,52,82,80,84,24,15,11,50,11,11,12,12,9,10,14,51,43,49,34,66,37,15,38,21,44,41,16,10,74,49,54,56,17,38,21,41,72,12
"Sbj70_Time1",1,70,24,15,14,20,18,17,18,24,13,18,17,13,9,15,17,15,18,20,18,16,14,24,11,20,9,27,18,17,18,15,11,12,18,20,18,9,12,21,20,14,14,20,21,10,8,18,10,17,14,19
"Sbj70_Time2",2,70,26,8,18,11,27,27,14,14,10,11,11,34,16,41,9,32,5,41,24,46,12,10,12,21,21,43,23,18,33,28,8,25,15,43,19,39,16,48,40,12,50,7,20,48,10,28,32,26,8,10
"Sbj70_Time3",3,70,26,17,19,10,36,22,13,9,11,10,12,40,12,39,12,33,8,36,27,41,8,10,10,24,26,43,24,22,25,29,11,18,11,40,28,40,10,49,35,11,49,8,20,40,14,26,32,19,10,13
"Sbj70_Time4",4,70,25,9,17,9,30,25,10,7,11,11,11,35,18,38,14,36,18,32,26,49,10,16,13,24,28,40,28,19,33,32,8,25,3,36,25,42,13,48,39,6,43,13,26,42,14,24,31,23,14,8
"Sbj71_Time1",1,71,17,20,19,16,22,19,19,18,11,20,17,18,15,9,24,14,23,24,12,10,12,18,9,12,20,13,15,17,9,17,10,19,15,23,18,14,15,17,18,9,13,13,21,12,18,18,27,20,19,17
"Sbj71_Time2",2,71,26,27,14,26,47,19,15,22,11,46,46,35,17,20,11,21,15,5,20,22,13,42,36,29,32,15,7,14,18,36,5,9,25,42,4,11,30,14,14,9,20,13,13,14,17,5,15,40,29,17
"Sbj71_Time3",3,71,19,25,5,28,46,26,14,11,13,36,48,35,19,18,18,23,11,18,24,23,13,43,33,28,27,25,9,11,21,39,10,9,20,46,13,6,30,13,11,12,12,11,7,10,12,6,10,29,32,14
"Sbj71_Time4",4,71,24,27,11,23,50,18,9,13,12,40,54,36,20,16,14,20,8,8,23,31,11,44,31,25,32,20,8,12,18,39,13,12,22,39,14,11,32,13,10,10,12,10,13,5,9,10,7,31,40,6
"Sbj72_Time1",1,72,21,17,10,10,13,21,20,14,24,24,27,9,17,18,13,15,22,25,16,18,14,16,22,12,13,15,15,12,9,19,13,11,11,16,9,15,15,20,9,18,16,10,11,17,14,13,12,11,19,18
"Sbj72_Time2",2,72,8,11,15,20,21,17,11,11,25,13,8,6,21,11,28,20,31,15,27,6,20,22,24,8,25,15,12,19,22,18,11,25,13,21,11,14,17,22,17,18,13,12,20,15,18,27,11,20,14,30
"Sbj72_Time3",3,72,7,7,12,19,21,19,12,13,31,7,13,16,19,11,24,28,26,14,29,13,14,21,28,12,22,5,12,13,17,9,16,28,12,26,9,11,12,16,13,10,12,12,23,14,20,26,14,18,8,22
"Sbj72_Time4",4,72,13,10,10,17,17,15,14,9,18,11,12,11,23,9,16,23,22,10,22,7,17,15,26,17,23,6,11,19,19,13,17,22,17,26,18,14,10,15,17,15,10,17,20,25,22,29,15,22,9,17
"Sbj73_Time1",1,73,13,15,10,16,13,17,14,16,15,14,10,21,14,16,21,17,18,21,18,22,9,16,24,16,21,18,18,19,22,14,20,21,13,17,14,23,19,14,9,18,16,19,15,19,18,26,14,18,17,16
"Sbj73_Time2",2,73,25,14,23,13,42,34,55,11,11,21,11,13,40,21,19,4,6,12,30,12,11,22,28,17,25,38,34,14,18,36,17,41,34,8,38,12,17,20,9,15,17,22,18,5,15,19,35,12,34,7
"Sbj73_Time3",3,73,17,19,23,12,51,27,51,21,17,16,7,16,35,29,14,16,14,16,23,16,12,23,23,7,18,38,35,8,14,39,21,41,30,13,41,9,20,15,15,12,7,31,19,6,14,16,34,14,39,7
"Sbj73_Time4",4,73,21,16,31,15,44,34,51,13,13,21,9,13,39,29,12,11,8,19,26,11,15,18,31,12,30,40,37,15,17,40,23,37,35,11,38,10,17,11,10,18,11,32,18,15,17,26,36,8,41,9
"Sbj74_Time1",1,74,13,14,20,13,9,17,11,10,16,21,21,15,19,16,17,19,21,12,16,19,12,11,15,12,13,22,19,17,20,14,14,21,20,12,19,16,10,18,17,20,13,15,19,9,12,14,22,19,20,11
"Sbj74_Time2",2,74,10,9,18,9,12,21,8,33,11,13,14,13,26,24,26,30,12,23,23,27,38,15,34,12,15,14,12,9,13,32,12,10,13,12,13,32,16,25,6,5,10,9,15,23,19,15,17,30,26,18
"Sbj74_Time3",3,74,7,13,24,9,13,27,15,30,11,13,8,10,33,22,27,29,11,20,25,17,37,19,29,13,16,19,12,15,11,26,12,11,12,14,10,25,18,31,14,14,17,13,18,22,15,16,17,30,29,21
"Sbj74_Time4",4,74,9,16,25,10,3,24,16,25,6,10,20,14,26,16,28,31,10,21,23,18,41,18,34,13,18,20,12,13,17,34,7,9,12,10,14,25,26,23,10,17,19,12,18,27,29,16,17,29,22,19
"Sbj75_Time1",1,75,21,19,15,16,19,15,17,17,16,11,10,15,15,18,21,9,14,19,17,21,12,13,15,25,13,9,16,18,16,6,21,15,22,15,10,10,18,28,12,23,18,20,10,20,19,10,20,22,16,11
"Sbj75_Time2",2,75,25,27,25,14,17,41,1,11,29,16,35,18,22,24,6,24,11,16,34,20,33,12,14,12,15,13,26,25,16,20,14,11,25,21,21,18,30,27,14,36,25,21,26,40,13,22,11,11,15,31
"Sbj75_Time3",3,75,19,26,26,13,15,40,16,6,31,12,38,26,25,29,11,28,11,21,33,25,28,11,13,9,11,12,26,20,21,13,15,14,24,20,24,13,33,35,14,29,17,21,23,40,14,18,12,12,18,32
"Sbj75_Time4",4,75,21,29,29,12,16,34,6,9,28,15,40,19,18,29,13,28,13,20,34,21,25,12,11,13,5,10,33,26,10,15,16,6,24,23,21,25,35,35,10,23,19,21,27,46,19,20,13,13,14,25
"Sbj76_Time1",1,76,19,11,18,8,16,12,11,18,21,23,25,11,18,14,13,19,12,16,11,12,10,19,8,19,17,10,18,19,18,21,26,21,21,22,20,13,8,14,16,17,20,10,12,20,17,10,10,18,19,11
"Sbj76_Time2",2,76,12,8,22,37,13,27,13,37,21,17,30,11,36,32,11,36,24,16,13,10,14,46,37,34,48,45,14,28,39,25,25,23,32,12,31,14,30,14,23,26,20,50,3,33,13,28,51,39,33,50
"Sbj76_Time3",3,76,13,16,23,45,9,30,11,41,16,11,27,14,40,26,13,33,31,12,9,14,10,43,43,35,49,41,13,21,41,25,26,16,30,10,23,14,23,10,15,30,17,52,10,36,11,31,56,44,31,49
"Sbj76_Time4",4,76,12,5,26,41,12,29,10,43,11,13,27,10,33,32,4,37,24,11,14,12,14,44,43,35,50,40,11,25,36,19,18,22,30,7,30,8,32,9,20,26,20,52,11,36,13,29,44,34,35,44
"Sbj77_Time1",1,77,13,20,14,14,12,18,20,9,15,13,25,17,5,19,18,13,16,16,18,23,16,12,10,7,20,12,25,19,13,17,18,17,18,21,11,16,13,14,16,10,20,16,17,19,13,18,14,21,20,16
"Sbj77_Time2",2,77,15,25,44,16,17,19,14,12,9,25,66,12,12,33,9,10,10,31,19,52,11,55,44,15,19,10,8,8,50,9,19,73,24,10,55,67,34,24,40,37,56,37,60,57,42,9,19,22,17,31
"Sbj77_Time3",3,77,12,20,44,15,7,16,8,14,11,26,67,8,9,34,9,10,9,31,25,47,4,46,45,19,20,9,12,12,49,17,26,69,31,12,60,66,40,23,41,39,60,32,60,57,35,10,18,30,21,26
"Sbj77_Time4",4,77,11,22,44,18,16,21,10,7,9,28,64,15,8,32,15,12,10,33,20,48,16,49,42,12,23,8,15,14,47,10,19,73,27,7,57,71,45,13,38,40,61,38,58,58,40,15,14,24,19,25
"Sbj78_Time1",1,78,21,22,16,10,17,16,20,16,16,16,21,6,12,17,20,15,16,12,17,23,22,10,27,23,12,18,15,12,14,17,18,17,20,20,7,11,16,9,17,14,18,10,14,14,12,9,14,17,17,17
"Sbj78_Time2",2,78,11,15,39,18,40,8,30,18,7,26,25,27,12,26,9,11,14,8,14,12,30,20,14,15,8,29,10,13,47,6,24,26,10,23,43,11,8,24,10,14,15,24,33,9,44,14,14,18,10,13
"Sbj78_Time3",3,78,18,16,31,17,51,12,32,8,14,32,19,26,15,20,7,12,16,8,15,12,26,13,17,21,11,26,6,13,48,10,28,23,16,27,45,15,16,34,8,16,18,17,32,13,32,16,13,17,16,11
"Sbj78_Time4",4,78,14,20,29,20,43,17,32,16,10,28,17,24,2,22,13,13,16,14,15,10,26,9,10,14,16,25,9,9,43,7,27,24,1,24,39,15,18,28,10,18,21,17,34,5,37,15,11,18,7,18
"Sbj79_Time1",1,79,11,11,18,18,23,15,21,20,14,12,11,20,15,15,22,16,17,19,18,9,11,10,23,8,21,13,9,19,16,19,13,14,15,13,11,19,3,14,19,12,11,9,12,18,16,20,22,18,14,16
"Sbj79_Time2",2,79,43,13,17,26,18,43,18,16,12,17,16,7,16,31,10,13,12,43,37,37,15,9,10,32,27,9,27,35,8,32,17,8,14,24,12,37,19,10,26,30,25,27,17,28,21,27,28,15,18,25
"Sbj79_Time3",3,79,36,13,16,24,20,41,8,16,10,11,14,13,11,31,14,10,12,41,36,36,7,11,10,33,32,10,32,36,9,37,21,10,15,19,11,43,24,8,21,32,20,32,13,31,17,35,26,14,25,19
"Sbj79_Time4",4,79,35,17,19,26,17,43,11,15,9,9,16,3,16,31,7,11,17,48,40,39,13,7,12,32,29,17,29,33,10,39,15,11,9,17,8,37,25,9,21,32,20,24,7,30,15,33,31,18,23,19
"Sbj8_Time1",1,8,17,17,18,15,14,19,16,19,12,18,20,20,12,13,18,17,23,9,12,14,15,16,8,8,18,10,11,21,19,13,15,12,16,20,20,18,17,21,20,14,22,8,13,14,23,12,11,13,26,12
"Sbj8_Time2",2,8,8,40,11,23,16,14,10,20,14,9,22,10,23,24,19,30,23,14,26,16,13,14,31,28,11,18,29,13,19,16,12,8,18,11,25,13,17,24,34,17,19,17,12,29,15,21,18,15,13,17
"Sbj8_Time3",3,8,9,40,19,23,15,15,13,18,10,9,23,6,21,24,22,30,28,12,28,13,13,11,16,31,10,19,34,12,14,16,14,10,16,15,13,13,8,25,36,12,16,19,14,23,16,18,9,10,9,21
"Sbj8_Time4",4,8,7,32,10,20,13,15,17,23,15,12,28,15,21,29,21,27,28,15,24,8,15,11,20,29,14,22,32,14,16,19,14,13,17,8,15,11,16,26,31,16,13,21,11,29,17,14,12,10,12,28
"Sbj80_Time1",1,80,18,17,21,22,16,17,15,14,25,20,19,9,17,15,22,15,19,13,18,18,19,20,17,22,11,17,6,15,11,21,13,9,16,17,20,9,15,16,20,13,13,7,15,18,12,17,17,14,20,13
"Sbj80_Time2",2,80,22,17,16,24,14,21,28,12,29,13,15,15,22,21,15,19,19,15,12,9,25,12,11,10,15,22,14,17,9,23,22,15,11,15,28,15,16,19,18,14,11,16,13,15,24,27,19,10,11,18
"Sbj80_Time3",3,80,16,19,15,23,15,22,15,8,23,11,22,13,21,23,14,24,20,19,21,7,21,11,13,7,24,23,11,21,10,25,18,9,5,14,28,11,12,19,15,13,16,13,6,13,19,26,13,9,7,21
"Sbj80_Time4",4,80,16,19,20,22,13,20,20,12,33,17,17,10,21,26,12,17,17,14,17,10,22,14,15,10,22,26,15,17,8,22,23,16,15,13,31,10,14,17,14,11,16,12,13,13,16,18,17,8,16,17
"Sbj81_Time1",1,81,10,16,13,11,6,11,25,19,20,16,21,16,16,27,14,19,14,17,13,18,21,23,12,15,17,18,8,19,19,14,16,23,13,18,21,12,10,9,26,10,12,16,12,19,15,19,20,18,26,13
"Sbj81_Time2",2,81,10,18,11,15,32,10,12,15,36,17,12,21,9,19,9,7,35,14,19,7,10,26,31,26,23,28,28,31,6,12,22,9,25,26,16,23,17,39,11,12,10,14,8,20,24,28,17,16,7,27
"Sbj81_Time3",3,81,14,21,11,7,25,12,8,17,32,12,8,23,15,17,11,14,35,10,12,20,14,30,24,24,19,28,26,30,10,19,24,11,15,18,13,23,24,37,12,10,11,12,11,22,23,25,16,15,5,26
"Sbj81_Time4",4,81,11,27,11,15,24,17,17,20,31,10,7,21,10,19,11,12,35,18,21,5,11,21,31,18,19,27,26,26,9,12,18,17,26,22,11,23,20,35,13,17,16,5,5,18,22,31,18,18,9,22
"Sbj82_Time1",1,82,21,23,8,16,12,11,14,17,12,19,7,12,8,15,15,9,20,22,20,17,27,15,14,15,10,18,19,11,15,15,19,20,18,10,21,22,16,14,23,18,10,17,8,14,14,16,15,12,19,19
"Sbj82_Time2",2,82,14,32,22,23,33,19,12,30,22,24,27,22,11,9,32,13,24,16,18,9,16,13,17,18,4,14,15,17,29,22,34,3,11,7,30,12,38,26,24,18,25,19,20,8,33,17,24,18,10,17
"Sbj82_Time3",3,82,8,35,27,17,35,19,16,30,14,25,26,19,10,14,20,14,22,13,8,8,7,8,15,22,17,9,21,16,27,27,31,12,16,11,21,9,39,27,20,18,22,19,23,13,32,16,21,14,5,24
"Sbj82_Time4",4,82,10,33,23,23,25,26,9,29,24,26,25,21,14,14,26,12,24,20,11,7,13,13,9,24,12,13,20,19,30,22,24,14,10,1,23,6,34,27,25,17,19,25,25,7,27,8,29,23,12,24
"Sbj83_Time1",1,83,17,16,16,18,17,13,11,19,22,16,10,8,10,18,18,16,11,8,18,19,21,16,16,17,16,10,8,15,21,16,15,16,16,19,18,8,20,15,15,13,18,20,23,27,7,21,15,15,11,18
"Sbj83_Time2",2,83,11,13,9,26,11,12,12,19,24,29,13,34,13,16,35,4,20,19,35,31,23,29,10,19,13,11,22,26,14,45,7,10,15,22,20,9,18,26,7,17,11,23,7,33,29,13,14,21,34,13
"Sbj83_Time3",3,83,8,18,3,29,13,15,11,18,26,39,15,28,22,9,41,16,20,26,31,32,26,31,8,21,15,16,23,27,15,43,11,16,15,16,24,13,21,27,16,13,8,17,14,28,27,21,23,16,39,17
"Sbj83_Time4",4,83,11,10,9,23,10,9,14,19,21,35,11,36,15,15,34,10,16,21,30,29,18,31,9,20,13,9,27,34,19,44,10,18,12,21,20,13,19,27,14,21,8,20,17,31,22,21,17,22,38,18
"Sbj84_Time1",1,84,24,15,11,19,22,21,13,12,14,14,23,17,23,16,17,17,10,19,18,17,13,17,10,23,13,17,8,25,16,8,21,12,17,21,17,19,20,15,19,15,7,17,19,24,15,28,24,17,15,17
"Sbj84_Time2",2,84,12,37,28,10,37,16,21,24,13,8,10,11,37,10,18,56,25,23,14,28,27,12,14,47,15,28,15,50,31,16,36,15,25,45,10,26,6,39,14,10,11,35,42,17,25,13,11,41,16,24
"Sbj84_Time3",3,84,11,39,20,16,34,13,19,23,17,15,20,15,42,6,16,61,19,16,15,21,25,9,9,50,7,30,11,54,23,15,40,11,21,40,16,27,13,36,9,2,11,36,37,13,31,17,9,37,0,21
"Sbj84_Time4",4,84,14,38,27,13,35,12,20,21,17,10,14,16,42,8,21,57,19,20,15,25,16,7,11,48,14,31,8,48,32,16,39,15,25,33,11,28,15,36,9,15,12,28,38,13,34,9,13,38,10,21
"Sbj85_Time1",1,85,18,14,14,26,17,14,11,10,10,11,19,10,25,16,19,13,16,17,19,24,13,20,14,18,16,15,16,16,13,9,19,19,21,26,19,10,20,18,11,15,17,19,15,19,20,16,12,12,6,15
"Sbj85_Time2",2,85,22,14,18,29,10,13,10,20,24,20,15,12,14,15,10,6,13,25,15,24,21,34,22,17,30,16,27,15,20,11,31,26,13,16,15,2,14,11,30,12,18,13,18,20,17,21,19,12,20,14
"Sbj85_Time3",3,85,27,16,15,24,9,17,21,21,21,17,16,12,14,6,8,10,10,17,12,25,25,37,24,19,28,18,26,13,16,19,25,23,9,21,16,11,15,9,26,12,22,16,23,21,16,27,19,10,20,8
"Sbj85_Time4",4,85,30,15,20,23,7,21,12,20,23,14,17,12,19,9,16,11,11,19,11,19,21,31,26,16,23,20,27,12,18,17,29,16,9,19,24,8,11,11,28,18,17,20,20,18,12,16,20,20,23,17
"Sbj86_Time1",1,86,14,15,20,11,19,12,9,8,15,10,16,13,17,9,13,17,12,10,19,9,15,12,9,17,14,18,18,14,18,15,16,22,10,13,13,12,12,19,5,9,23,15,13,9,19,11,15,15,16,19
"Sbj86_Time2",2,86,18,14,29,13,13,10,15,28,23,12,22,11,16,14,15,21,21,9,14,27,13,10,20,15,38,6,16,8,17,19,10,20,17,16,10,15,13,10,9,31,10,9,27,17,21,14,13,19,23,15
"Sbj86_Time3",3,86,17,17,26,7,10,8,19,24,19,18,23,14,2,14,12,19,22,15,21,24,16,21,20,17,37,11,16,12,21,17,10,22,8,14,15,3,14,7,16,28,12,12,29,13,25,14,9,13,19,16
"Sbj86_Time4",4,86,18,14,29,15,11,21,18,26,17,15,21,9,15,10,24,18,18,17,15,26,18,13,14,15,34,11,15,10,21,10,10,18,9,11,15,14,4,6,11,28,8,9,27,13,26,11,12,15,26,18
"Sbj87_Time1",1,87,18,22,18,9,15,10,12,11,9,14,12,22,15,16,16,11,26,17,16,13,22,22,20,18,17,14,11,16,7,23,16,13,16,13,15,17,13,20,19,18,17,10,17,13,17,21,22,7,13,19
"Sbj87_Time2",2,87,13,24,12,22,5,41,21,6,31,23,35,27,11,14,13,21,38,26,53,40,22,29,15,26,53,8,12,14,13,23,9,10,7,40,32,16,45,22,53,38,39,8,43,9,27,20,39,2,44,7
"Sbj87_Time3",3,87,15,16,12,22,9,36,7,13,27,21,35,32,13,12,15,23,32,26,46,38,19,40,17,23,53,14,6,8,11,19,11,12,13,37,29,13,50,18,51,36,41,10,47,14,35,20,41,10,42,12
"Sbj87_Time4",4,87,14,16,11,18,13,42,14,13,33,18,34,32,9,18,7,21,35,25,48,43,18,36,18,22,53,13,8,11,12,14,10,11,10,39,37,16,41,28,50,35,39,11,41,11,35,15,38,12,46,13
"Sbj88_Time1",1,88,15,15,8,18,13,25,27,15,14,12,16,12,20,15,16,20,15,17,15,15,15,13,21,9,7,5,19,17,19,14,18,19,18,19,11,19,16,17,12,22,15,22,13,10,12,24,15,26,16,13
"Sbj88_Time2",2,88,8,31,43,13,8,27,14,21,11,17,12,29,17,36,19,9,28,28,10,16,22,24,25,4,11,29,32,20,19,29,12,10,14,28,13,20,35,26,5,29,9,31,19,24,24,11,28,12,19,20
"Sbj88_Time3",3,88,7,34,40,15,8,26,20,23,6,7,6,29,9,37,17,14,33,24,12,7,27,23,23,13,7,29,35,25,12,35,14,10,10,28,13,14,28,17,14,27,14,25,21,23,25,15,31,11,35,14
"Sbj88_Time4",4,88,5,35,37,11,13,26,11,19,12,17,12,34,18,32,14,14,30,25,12,12,24,23,24,10,14,31,33,25,16,28,9,8,11,30,17,18,25,16,13,24,15,27,17,23,26,19,28,10,26,18
"Sbj89_Time1",1,89,16,14,22,13,17,18,14,13,17,15,22,15,18,24,18,16,16,22,19,9,18,20,22,18,15,15,19,20,16,12,10,16,17,15,25,11,16,18,22,18,15,20,14,19,14,15,19,8,16,14
"Sbj89_Time2",2,89,17,12,40,22,13,14,64,41,58,45,47,42,25,13,16,10,65,14,20,13,71,31,58,11,39,16,44,22,45,6,12,23,9,14,41,22,28,14,14,14,59,7,10,3,26,35,35,88,30,42
"Sbj89_Time3",3,89,11,14,36,19,11,21,59,34,62,39,53,46,34,11,19,11,61,7,19,10,70,26,56,13,40,7,39,21,45,13,11,22,11,6,40,28,27,13,16,7,54,11,13,8,30,35,39,94,30,32
"Sbj89_Time4",4,89,17,10,37,24,14,15,67,48,57,41,50,39,32,17,14,14,63,11,22,11,65,32,55,13,34,13,39,23,45,8,13,25,12,12,39,30,26,10,14,6,51,11,7,10,21,34,37,99,30,44
