"","Time","ID","sp1","sp2","sp3","sp4","sp5","sp6","sp7","sp8","sp9","sp10","sp11","sp12","sp13","sp14","sp15","sp16","sp17","sp18","sp19","sp20","sp21","sp22","sp23","sp24","sp25","sp26","sp27","sp28","sp29","sp30","sp31","sp32","sp33","sp34","sp35","sp36","sp37","sp38","sp39","sp40","sp41","sp42","sp43","sp44","sp45","sp46","sp47","sp48","sp49","sp50","sp51","sp52","sp53","sp54","sp55","sp56","sp57","sp58","sp59","sp60","sp61","sp62","sp63","sp64","sp65","sp66","sp67","sp68","sp69","sp70","sp71","sp72","sp73","sp74","sp75","sp76","sp77","sp78","sp79","sp80","sp81","sp82","sp83","sp84","sp85","sp86","sp87","sp88","sp89","sp90","sp91","sp92","sp93","sp94","sp95","sp96","sp97","sp98","sp99","sp100"
"Sbj37_Time1",1,37,13,16,19,28,24,30,19,15,19,17,17,19,27,19,18,24,11,12,22,22,23,21,27,12,20,16,21,8,23,18,17,19,14,22,16,16,12,22,25,19,19,21,20,18,14,21,16,22,15,17,18,14,17,9,15,22,18,21,20,20,14,19,17,14,15,23,20,26,15,25,24,20,21,21,8,23,21,22,15,16,17,17,17,17,15,22,12,20,16,9,17,8,13,25,22,17,28,20,22,14
"Sbj37_Time2",2,37,17,17,20,20,34,23,23,25,16,15,18,35,30,14,12,23,30,22,13,18,9,15,22,23,23,18,22,15,31,18,13,19,27,0,13,15,25,15,40,11,8,22,14,28,18,32,13,14,8,24,13,17,40,26,36,15,40,12,25,30,21,21,30,32,15,23,42,16,36,20,18,10,27,16,16,24,16,16,22,18,11,27,22,13,13,28,18,20,20,21,16,12,17,5,11,27,29,19,11,19
"Sbj37_Time3",3,37,22,7,20,23,29,22,23,25,16,14,21,29,29,17,12,27,25,18,16,14,16,16,19,24,22,16,25,15,34,23,9,11,32,18,11,15,24,5,41,17,17,25,19,24,17,30,13,13,15,30,16,14,38,27,33,18,42,17,26,25,20,21,34,26,6,27,42,20,27,12,17,12,19,17,14,22,12,13,23,13,18,27,25,15,15,31,26,20,13,14,23,15,19,15,13,23,28,16,17,19
"Sbj37_Time4",4,37,22,15,20,24,34,21,28,27,11,19,23,25,30,11,10,26,30,17,16,16,13,9,24,19,24,22,27,15,27,20,12,8,34,10,11,6,28,14,38,11,11,18,10,26,15,27,20,14,18,25,11,11,38,27,36,12,39,8,36,24,17,24,27,27,11,25,45,17,32,18,13,13,23,13,23,21,12,14,24,16,16,24,24,10,12,33,16,17,12,14,16,14,13,9,16,18,34,15,15,21
"Sbj38_Time1",1,38,17,18,14,20,18,16,20,14,20,19,21,21,20,22,11,19,22,14,11,6,17,13,13,22,17,19,21,15,22,15,21,25,18,22,22,20,20,18,19,21,21,26,26,15,15,18,19,24,20,22,22,22,19,14,16,10,17,23,19,19,20,21,17,20,18,24,18,12,15,26,20,16,26,21,24,21,18,24,27,21,20,18,18,14,23,21,22,12,16,12,27,15,20,19,17,20,26,22,13,17
"Sbj38_Time2",2,38,26,30,9,19,15,16,15,34,25,13,43,24,31,38,13,39,28,15,16,35,9,8,42,42,16,15,13,10,9,10,35,30,37,11,50,24,11,23,40,32,12,9,35,35,16,24,13,28,52,13,28,11,61,30,33,20,20,17,18,51,26,10,15,23,12,52,40,23,14,28,19,14,25,18,30,18,37,31,32,16,55,19,22,17,13,44,14,15,16,16,40,13,15,14,19,28,20,45,19,17
"Sbj38_Time3",3,38,27,22,15,22,17,18,13,34,32,13,41,23,31,39,11,41,29,10,9,38,10,15,45,44,18,13,15,13,12,18,35,34,39,13,46,30,13,18,46,26,10,16,27,39,11,28,17,32,49,11,29,16,56,32,32,14,19,14,18,49,28,10,17,21,15,53,36,30,12,37,17,11,27,16,27,16,37,30,23,23,49,22,28,16,15,52,13,14,17,18,46,17,18,10,15,24,17,50,20,7
"Sbj38_Time4",4,38,33,24,12,23,26,16,11,34,32,19,44,19,33,40,10,39,27,11,18,36,17,11,40,39,20,11,16,16,13,11,41,31,43,10,37,25,15,20,41,26,8,15,28,33,11,29,18,27,45,14,32,15,56,31,33,13,16,15,15,45,26,14,15,25,14,46,33,29,15,26,15,10,31,10,25,11,33,29,25,7,60,29,25,19,20,55,15,14,13,21,44,18,19,15,15,30,21,45,16,18
"Sbj39_Time1",1,39,22,18,16,22,20,19,20,17,18,20,15,25,14,19,12,20,23,16,25,22,15,21,23,23,17,22,25,13,18,15,18,20,23,18,20,23,15,18,13,15,28,11,13,25,16,16,20,18,22,21,21,21,20,17,14,23,21,22,22,17,17,22,19,24,15,26,24,25,17,15,19,10,25,18,15,26,8,15,20,13,21,13,9,17,23,11,16,26,18,24,15,22,13,27,14,16,17,22,13,19
"Sbj39_Time2",2,39,18,10,15,62,17,39,45,25,16,10,27,43,27,55,32,32,42,11,19,46,39,15,48,15,50,70,23,56,14,15,12,16,15,14,15,14,14,41,10,13,7,17,29,34,37,18,59,17,39,16,11,24,37,44,36,12,70,39,34,53,18,50,38,25,31,27,14,15,16,31,12,23,48,18,28,43,22,24,30,20,10,8,8,13,20,45,54,58,26,18,9,7,9,23,20,48,14,44,37,24
"Sbj39_Time3",3,39,13,14,10,60,24,31,36,17,16,9,37,48,31,46,33,37,45,15,19,46,29,11,45,15,46,71,32,56,10,8,10,23,15,8,12,9,14,31,12,12,14,11,24,44,42,17,52,18,41,15,20,23,34,39,38,12,66,33,37,57,17,49,42,18,28,28,17,14,17,27,12,24,45,14,33,38,15,19,31,23,14,14,11,14,22,40,54,52,27,17,20,12,18,21,22,44,13,40,38,29
"Sbj39_Time4",4,39,15,4,8,51,17,43,43,17,16,13,29,48,35,49,31,38,50,18,10,44,33,15,47,11,46,74,28,53,6,5,11,15,12,17,12,16,15,37,9,16,15,10,29,36,43,16,50,13,37,13,10,23,40,42,36,13,71,37,38,51,17,55,40,20,29,30,15,16,13,28,12,17,39,18,31,40,21,13,29,27,11,12,15,11,29,45,55,61,22,15,15,17,9,20,25,50,9,41,42,26
"Sbj4_Time1",1,4,22,18,27,13,19,25,13,13,20,13,10,22,13,13,13,20,16,16,20,21,15,15,20,12,18,10,16,21,21,16,17,25,17,18,19,16,15,21,15,20,15,26,27,23,19,29,17,14,21,19,19,28,28,16,24,18,27,18,22,12,21,17,17,13,19,19,14,16,18,16,26,17,16,23,23,15,17,16,16,18,24,13,22,20,16,16,25,15,22,14,11,10,15,22,16,20,19,21,15,20
"Sbj4_Time2",2,4,30,35,16,23,55,21,10,17,9,15,36,43,59,24,27,40,12,24,9,33,50,45,14,39,97,12,39,23,35,53,7,20,16,30,48,20,11,14,36,40,71,18,22,10,17,28,20,45,17,15,35,14,59,45,55,42,16,27,24,19,18,15,16,56,17,12,41,49,44,12,46,46,15,11,33,41,39,16,40,14,47,17,18,43,16,26,28,19,39,13,56,38,19,60,60,26,16,22,15,53
"Sbj4_Time3",3,4,33,31,17,27,52,25,20,10,11,17,39,34,59,20,27,36,13,33,12,41,39,49,22,38,93,16,40,20,31,51,12,15,13,27,41,20,12,9,30,34,74,11,25,10,13,22,15,40,17,12,36,18,57,43,51,39,16,27,32,15,12,16,12,53,19,14,48,49,43,13,48,46,24,14,41,41,41,13,36,15,45,16,17,44,13,29,40,17,42,12,51,39,21,51,64,27,12,31,18,51
"Sbj4_Time4",4,4,32,32,16,19,53,28,17,17,13,15,39,35,57,17,29,37,9,23,13,37,41,42,17,47,95,17,40,21,37,53,14,20,15,31,49,17,13,11,29,38,69,15,33,9,7,17,17,45,22,15,40,18,50,49,58,52,14,29,26,22,16,18,16,52,14,16,48,47,40,15,43,50,25,15,37,42,39,10,42,13,45,11,9,37,16,32,38,16,41,15,45,44,17,57,61,28,17,27,10,49
"Sbj40_Time1",1,40,22,16,19,17,24,18,13,22,25,18,14,24,15,11,16,19,27,21,20,24,25,16,18,21,12,12,24,28,18,21,20,17,24,22,11,16,24,21,16,19,22,18,22,28,17,19,20,19,17,18,19,17,18,26,21,18,25,15,13,16,24,17,12,18,23,21,23,21,18,13,26,20,20,24,18,11,21,21,15,15,22,19,15,23,25,25,16,17,16,23,21,9,9,16,21,15,19,21,17,27
"Sbj40_Time2",2,40,49,32,12,26,28,19,34,16,23,16,13,13,34,28,14,12,16,43,25,12,13,15,11,34,38,38,49,24,28,24,16,36,36,13,12,9,26,43,27,29,17,28,27,21,29,16,15,13,15,36,38,11,12,35,13,24,15,9,17,31,42,58,34,37,16,31,37,33,38,24,48,17,6,13,24,23,26,19,32,17,25,18,12,23,27,25,17,15,21,6,28,12,32,44,45,18,13,29,23,7
"Sbj40_Time3",3,40,53,43,19,28,26,28,27,10,22,16,12,11,34,32,14,16,15,37,22,15,12,19,13,30,40,32,48,27,33,20,23,37,31,19,13,17,26,39,26,31,13,31,28,28,34,14,13,11,17,35,39,10,21,37,8,21,13,14,14,27,43,55,27,43,15,28,33,28,40,29,44,6,16,11,19,24,25,13,35,9,23,14,8,28,22,24,23,22,24,15,33,12,38,50,45,20,17,29,22,15
"Sbj40_Time4",4,40,46,35,16,28,25,19,35,17,17,26,12,16,35,29,19,16,20,35,14,13,13,13,10,27,44,33,49,25,31,19,22,31,36,17,16,12,25,45,26,27,11,20,28,20,35,17,15,12,13,35,35,11,19,34,15,16,14,15,10,32,42,48,30,34,12,32,40,25,37,29,40,11,11,8,10,24,26,19,31,12,28,14,18,27,31,25,26,21,25,15,31,16,42,46,37,17,11,27,24,15
"Sbj41_Time1",1,41,13,18,19,18,20,16,13,18,20,24,13,11,21,17,21,24,19,18,14,15,22,24,21,21,25,15,17,22,29,20,14,18,22,22,20,10,20,20,16,15,22,21,26,21,18,12,17,16,20,17,16,17,18,18,16,20,22,29,14,20,24,20,20,23,19,15,22,11,13,22,22,24,20,12,17,21,19,14,17,11,21,28,18,21,18,25,8,18,23,21,19,14,16,23,25,13,18,23,19,19
"Sbj41_Time2",2,41,12,27,15,47,18,23,18,24,33,47,20,45,13,24,17,13,12,21,25,25,29,22,47,11,10,19,44,22,32,17,26,20,18,26,37,11,14,29,22,33,34,18,23,16,30,4,23,10,17,22,41,32,17,26,37,14,17,29,19,29,17,17,13,24,44,13,9,11,38,18,25,18,12,18,16,25,25,28,22,31,28,16,17,21,11,15,34,37,23,43,11,40,18,23,44,33,14,28,20,27
"Sbj41_Time3",3,41,18,25,22,45,12,21,19,24,34,50,21,46,22,22,14,17,20,17,21,26,29,21,47,11,21,23,40,29,35,10,19,19,16,24,35,12,5,27,22,39,34,19,18,12,35,15,27,9,11,19,40,32,16,28,39,19,7,32,6,33,24,21,9,28,44,5,8,22,36,20,27,15,18,15,14,18,28,30,24,29,30,20,18,20,11,15,30,34,27,47,15,30,20,25,45,36,15,27,19,23
"Sbj41_Time4",4,41,13,27,19,43,12,28,18,27,34,47,24,47,18,21,17,15,16,19,25,29,19,25,48,15,12,14,36,28,36,13,22,18,13,21,40,18,10,26,27,33,35,13,19,14,27,17,28,21,18,21,40,29,19,28,30,10,18,27,14,36,18,22,15,26,46,12,14,19,35,13,31,10,10,10,20,28,29,25,19,33,28,13,19,24,11,7,34,43,27,47,7,31,22,28,44,32,14,28,18,23
"Sbj42_Time1",1,42,24,11,18,19,16,21,24,21,16,14,16,21,28,12,22,21,19,19,16,18,22,13,20,15,15,21,17,20,24,17,18,18,15,20,14,23,25,15,15,14,18,19,14,19,17,13,21,18,27,14,19,24,24,18,28,13,16,23,23,13,15,13,11,17,20,17,11,14,27,17,17,23,20,27,19,22,15,18,19,17,20,23,19,19,24,24,19,24,13,17,16,23,20,22,17,23,16,26,21,24
"Sbj42_Time2",2,42,10,13,22,35,19,33,21,10,21,27,19,15,28,16,41,17,14,37,11,34,18,12,28,17,14,10,24,20,24,31,23,27,18,35,18,19,19,14,28,17,18,17,14,12,28,23,18,33,14,16,30,31,15,12,20,19,37,22,20,30,11,11,7,34,34,18,36,12,28,12,31,21,27,27,17,45,23,24,47,15,18,21,17,21,9,25,11,12,34,10,28,22,48,15,30,36,16,11,34,14
"Sbj42_Time3",3,42,9,14,18,40,14,35,22,9,17,32,26,14,25,13,33,16,17,34,13,27,15,17,24,13,13,13,21,26,21,29,23,24,17,31,16,23,14,10,30,11,15,14,19,17,35,26,13,34,9,12,31,29,9,10,22,20,37,23,12,34,13,15,12,30,38,23,39,13,26,19,29,30,27,31,17,38,22,28,45,10,9,24,22,27,9,29,14,14,32,13,31,25,48,24,36,29,15,14,34,15
"Sbj42_Time4",4,42,9,13,15,37,15,39,27,15,17,35,18,13,28,14,40,13,18,30,15,32,13,13,25,13,11,10,24,25,18,30,21,25,20,37,17,19,15,10,32,11,16,15,19,22,34,26,19,29,10,13,25,30,17,10,23,16,43,22,11,25,15,17,8,26,33,25,33,11,25,13,23,25,30,33,21,45,17,24,45,13,20,25,17,27,13,31,12,14,25,13,29,29,49,17,32,29,17,13,36,12
"Sbj43_Time1",1,43,22,20,11,24,20,20,17,19,12,13,24,16,18,18,25,24,14,19,21,12,16,16,21,25,17,14,21,22,19,15,19,17,20,17,23,18,22,21,22,25,24,25,26,14,28,15,13,17,19,15,17,14,20,11,24,25,19,11,13,17,14,23,17,21,21,21,16,22,19,12,22,17,21,19,9,22,15,15,13,12,15,18,22,18,16,12,22,14,18,29,17,23,22,23,20,20,24,25,20,12
"Sbj43_Time2",2,43,28,11,26,15,39,18,35,19,13,31,13,25,8,12,22,46,40,60,38,36,72,15,14,38,29,12,30,14,45,22,12,13,26,14,47,58,37,52,15,35,20,33,8,17,56,32,38,56,15,29,16,37,15,16,21,51,9,10,16,38,10,18,71,9,17,18,37,12,14,46,14,18,12,25,49,16,58,18,14,11,32,14,12,46,37,19,46,45,11,10,45,42,29,33,46,34,10,17,52,20
"Sbj43_Time3",3,43,26,9,22,11,40,13,34,19,9,37,13,29,18,8,24,41,35,56,29,40,70,13,13,35,27,13,26,13,50,17,14,9,31,13,47,63,32,47,12,31,14,40,15,9,54,31,38,52,27,35,21,36,17,17,19,45,19,12,13,39,17,13,71,12,10,15,37,9,16,47,10,14,14,21,52,14,51,19,9,14,32,13,14,53,44,18,45,46,13,11,43,45,29,33,41,35,16,16,54,15
"Sbj43_Time4",4,43,32,14,25,13,35,13,38,19,16,39,12,31,15,11,26,44,43,60,30,32,73,10,10,40,29,12,25,13,55,15,13,15,32,16,47,62,38,48,11,39,16,42,10,11,60,23,37,50,19,29,13,39,13,17,21,41,16,12,16,38,23,14,67,14,13,15,40,13,15,46,13,14,13,25,54,15,52,12,12,13,34,22,15,51,41,27,50,44,14,10,49,47,30,34,42,37,8,15,47,13
"Sbj44_Time1",1,44,17,12,15,16,18,23,22,24,18,23,21,14,11,18,7,21,14,20,17,13,15,12,10,15,19,32,17,26,24,22,21,26,24,13,24,12,23,16,24,12,21,11,27,17,14,19,18,21,16,14,21,14,20,21,17,16,15,21,18,16,23,21,19,16,20,19,19,13,22,23,23,13,19,19,23,19,16,27,17,22,22,24,26,21,13,18,19,20,20,18,14,17,16,22,19,18,23,20,20,15
"Sbj44_Time2",2,44,38,15,11,48,20,24,17,41,22,9,23,25,54,25,34,11,22,12,9,52,18,45,20,20,39,19,18,10,15,39,10,44,40,13,26,45,34,14,20,9,25,10,28,17,64,22,60,20,19,38,54,13,16,68,31,25,17,11,27,40,29,39,53,16,26,19,30,42,41,41,39,15,7,15,16,24,19,36,17,38,26,18,11,16,26,26,29,40,22,12,8,16,33,41,39,11,34,13,13,17
"Sbj44_Time3",3,44,38,17,16,48,22,36,24,39,24,14,21,30,54,29,35,11,13,18,14,46,14,44,19,13,35,22,20,13,17,32,12,38,40,17,18,44,38,15,29,14,27,22,31,10,65,21,64,12,14,34,56,15,28,66,32,29,18,12,20,37,24,33,50,11,28,17,30,41,38,43,40,15,13,15,15,27,16,41,10,38,25,15,14,23,18,32,36,38,28,9,14,13,33,36,37,12,31,16,12,25
"Sbj44_Time4",4,44,40,14,6,51,24,33,22,41,25,9,20,24,53,25,33,12,19,19,14,47,11,47,24,14,36,23,14,15,12,32,14,44,41,15,24,50,37,19,24,7,26,11,31,15,64,20,58,9,18,36,55,17,22,65,28,22,23,17,24,35,31,42,50,2,26,17,29,39,41,35,39,11,12,13,10,23,14,40,9,40,23,11,15,22,21,35,30,41,23,14,9,14,29,40,35,9,33,14,19,22
"Sbj45_Time1",1,45,25,27,20,17,19,14,11,12,14,17,17,18,23,24,17,10,13,13,19,23,25,9,16,18,24,23,20,16,12,16,24,14,14,19,28,19,21,17,12,21,21,22,14,17,20,13,19,17,14,18,20,17,22,11,17,20,15,18,16,13,14,25,21,20,16,16,18,21,17,11,15,15,23,14,18,19,22,12,18,25,12,23,18,16,18,26,23,20,16,25,18,21,20,16,19,19,24,18,19,18
"Sbj45_Time2",2,45,15,18,17,16,12,33,17,54,48,18,16,35,17,17,22,18,37,22,17,12,23,13,28,14,29,16,21,25,13,61,19,56,34,32,14,10,22,9,39,16,24,20,11,17,23,41,22,29,12,44,11,9,20,33,6,11,25,26,14,17,42,9,10,7,25,29,25,31,49,15,11,29,20,34,28,50,16,15,32,15,18,18,39,11,23,54,9,22,14,17,13,39,17,19,35,14,10,15,22,24
"Sbj45_Time3",3,45,9,11,13,13,12,38,13,56,49,12,11,32,14,21,14,12,35,22,13,15,15,14,23,24,30,17,19,20,13,65,14,55,33,28,9,12,25,12,37,17,20,20,15,12,23,36,18,26,9,49,17,13,22,41,15,13,24,26,14,15,37,10,4,17,29,33,19,26,44,11,10,35,15,26,29,52,11,14,28,16,18,17,23,10,16,60,12,23,16,15,14,38,8,27,37,13,11,13,16,27
"Sbj45_Time4",4,45,16,12,13,12,10,33,17,55,47,13,12,33,15,24,19,14,33,15,10,17,19,13,25,22,30,8,21,25,19,58,14,56,31,30,16,13,23,14,37,16,24,24,21,13,22,37,25,27,14,42,16,16,16,40,13,19,29,28,19,16,39,15,14,12,22,35,29,33,47,11,16,26,9,28,30,50,16,9,35,13,16,16,36,14,20,57,14,24,15,22,7,34,17,23,39,16,15,12,21,24
"Sbj46_Time1",1,46,18,15,23,21,17,19,21,16,22,13,22,19,24,15,22,14,13,17,19,17,17,21,13,8,20,27,14,11,18,27,22,21,16,16,21,17,16,19,14,22,11,20,15,16,17,22,17,18,22,19,16,28,20,13,22,20,17,22,16,22,20,24,23,20,12,15,18,17,18,19,26,17,17,18,18,23,18,17,13,21,19,23,21,14,20,18,12,18,9,15,14,29,11,17,24,19,19,22,10,12
"Sbj46_Time2",2,46,13,17,27,13,20,16,10,30,27,16,21,37,29,33,25,30,20,13,14,14,14,29,21,33,45,19,40,24,58,17,21,12,12,28,51,17,34,24,12,30,17,17,33,7,33,24,30,9,17,17,29,11,19,30,18,12,15,22,12,11,33,31,16,34,22,35,30,27,23,27,16,27,13,26,9,21,28,10,19,13,35,22,17,21,35,21,11,25,29,24,19,11,15,38,25,18,29,12,10,20
"Sbj46_Time3",3,46,16,14,31,18,19,16,15,27,28,15,14,37,23,31,23,29,18,13,12,22,16,27,14,38,40,13,29,31,48,11,26,15,23,25,46,14,29,24,14,29,13,8,33,13,27,25,20,10,16,14,33,18,21,29,8,12,16,23,19,13,30,21,18,36,17,26,28,24,18,25,24,30,9,23,13,17,26,11,18,17,40,18,18,21,33,31,21,19,25,27,25,11,19,36,15,22,30,13,12,23
"Sbj46_Time4",4,46,21,16,35,11,25,17,15,29,30,13,17,36,28,26,20,37,19,16,4,17,12,28,14,41,47,18,36,28,50,13,20,9,14,27,42,12,30,24,9,26,12,16,36,16,28,28,24,9,16,17,34,19,17,26,18,8,16,24,20,14,27,16,18,32,15,28,28,31,25,28,24,31,11,20,13,23,24,17,19,16,41,19,19,16,36,30,11,21,32,21,27,16,12,34,21,13,31,10,14,21
"Sbj47_Time1",1,47,17,23,20,17,21,25,22,15,15,18,19,26,16,20,17,12,19,23,18,25,15,25,25,22,22,23,18,21,25,23,20,21,14,19,26,11,24,14,24,27,21,28,18,14,19,21,16,19,20,13,13,21,15,17,11,14,12,18,22,22,20,20,16,20,19,20,17,19,20,15,21,17,19,20,16,12,15,14,12,25,29,13,18,19,9,21,22,20,14,19,17,23,23,17,23,22,23,20,19,18
"Sbj47_Time2",2,47,16,44,14,23,8,16,39,12,8,34,26,11,11,64,14,27,51,11,20,35,18,55,10,41,33,56,17,12,6,26,21,15,30,26,66,33,14,21,25,23,26,17,26,17,11,8,41,9,22,42,50,67,13,55,18,9,5,21,23,12,35,48,62,17,30,17,26,56,31,23,12,54,23,17,28,42,26,45,11,36,57,77,12,28,21,20,77,24,49,11,25,16,31,16,36,21,35,51,33,39
"Sbj47_Time3",3,47,12,53,18,19,11,11,43,10,10,38,20,13,12,63,13,28,50,13,18,30,18,52,15,35,32,54,15,10,16,28,14,12,34,23,71,26,14,14,26,27,28,18,19,13,13,13,36,13,17,44,51,71,13,50,14,12,9,16,29,10,42,39,65,25,29,13,20,57,37,28,11,43,22,15,26,37,34,41,14,36,57,77,12,25,7,25,77,30,44,20,25,12,33,12,37,25,34,49,36,32
"Sbj47_Time4",4,47,14,49,15,23,14,18,42,13,13,30,23,20,14,57,13,21,51,14,17,24,10,52,16,37,35,54,8,13,16,28,15,13,35,26,69,27,17,13,25,27,29,23,12,16,11,16,37,13,21,44,42,62,13,57,17,15,17,26,27,14,38,40,64,27,31,12,25,56,29,25,14,43,26,13,23,42,26,41,12,40,55,75,9,25,13,20,75,28,49,18,27,17,24,16,36,23,32,52,33,39
"Sbj48_Time1",1,48,19,21,31,18,23,20,24,21,18,26,17,11,17,17,22,21,17,18,19,19,19,20,10,21,20,17,18,20,23,22,22,22,24,16,24,17,15,28,14,20,16,19,19,25,24,23,15,11,15,17,18,19,21,13,15,21,17,17,19,15,21,25,24,13,16,15,25,23,28,18,17,18,12,11,18,25,24,22,22,21,19,23,15,20,17,13,17,15,22,21,21,18,19,18,20,21,19,16,15,12
"Sbj48_Time2",2,48,61,37,44,13,115,103,22,104,15,20,140,15,79,14,60,50,46,59,41,26,18,14,12,17,14,12,73,85,40,13,85,14,86,10,19,10,12,80,38,76,67,125,91,10,12,14,75,15,20,30,65,12,18,24,19,123,91,88,152,15,12,75,54,18,13,56,31,61,46,19,47,83,52,15,13,15,27,89,16,117,89,12,21,27,16,28,57,16,12,9,131,72,15,12,19,49,102,79,83,73
"Sbj48_Time3",3,48,66,36,36,13,111,103,19,102,17,12,136,7,86,18,66,45,51,62,40,25,8,12,20,14,13,14,69,86,48,15,85,13,73,11,16,12,21,77,29,88,71,126,93,13,11,19,67,11,26,31,64,13,12,13,17,123,94,89,148,16,15,79,56,15,9,60,37,54,38,17,46,90,48,12,13,14,25,81,9,120,85,9,21,31,21,27,63,18,14,12,129,72,18,15,16,48,95,87,88,80
"Sbj48_Time4",4,48,64,36,39,18,109,104,23,100,12,10,146,15,87,9,59,47,49,58,43,28,13,8,13,21,11,16,67,81,47,8,81,18,84,18,15,16,13,81,41,87,72,128,94,11,12,15,69,11,30,22,65,15,13,21,18,122,85,91,153,16,13,81,53,12,12,53,31,59,40,18,46,85,50,16,18,15,25,83,16,118,80,22,14,28,9,26,59,17,16,14,130,72,8,10,11,58,98,82,88,74
"Sbj49_Time1",1,49,17,21,17,18,10,19,22,28,22,21,12,20,19,19,21,24,18,19,16,22,11,14,16,20,18,20,16,25,18,10,18,16,19,14,18,19,12,17,15,18,16,20,14,21,22,23,19,23,13,25,27,24,14,25,9,16,18,21,20,19,17,21,21,12,20,16,17,20,24,13,19,21,19,17,22,18,21,24,17,18,26,21,19,11,23,23,19,23,17,16,19,28,13,16,24,18,22,21,17,19
"Sbj49_Time2",2,49,16,19,14,18,14,28,36,36,41,14,12,14,34,53,18,68,41,35,17,33,41,26,22,19,32,18,49,14,9,25,5,47,21,38,22,38,77,40,39,18,41,16,18,18,55,13,34,54,26,25,13,11,17,41,12,42,26,42,27,11,30,18,13,13,51,16,25,23,48,17,32,19,48,42,12,6,10,13,9,13,42,12,50,22,29,24,10,20,30,59,59,56,11,17,13,14,14,48,21,34
"Sbj49_Time3",3,49,21,9,7,14,13,31,33,36,43,14,11,15,33,50,13,61,44,31,10,31,45,22,22,25,27,16,50,14,15,26,16,47,20,33,24,41,80,39,40,11,38,10,16,20,51,13,34,61,33,23,10,14,15,42,20,39,27,42,27,13,30,16,7,8,46,21,30,16,44,15,42,10,51,47,14,11,14,10,14,15,41,15,45,24,32,23,10,22,28,58,56,57,17,17,8,14,9,57,22,29
"Sbj49_Time4",4,49,20,20,17,18,15,28,31,37,31,7,15,17,29,54,19,61,39,32,13,23,48,27,27,29,34,19,56,14,16,23,11,46,23,31,36,36,75,43,32,11,38,13,12,15,58,12,34,60,31,31,9,11,17,44,13,41,26,42,28,12,34,11,13,16,48,19,23,13,56,8,35,14,45,47,17,16,13,12,17,13,37,14,55,17,35,27,11,16,27,57,54,56,13,13,20,7,8,47,19,35
"Sbj5_Time1",1,5,19,21,19,25,18,21,25,28,16,21,12,16,22,26,19,18,12,20,24,17,16,15,19,18,25,15,12,20,14,16,17,22,11,20,24,14,22,13,12,16,10,11,16,19,18,21,12,20,13,11,22,23,20,17,29,24,14,16,18,16,26,18,18,23,19,17,20,11,16,23,22,18,18,19,17,23,18,24,9,30,20,16,15,16,20,12,17,16,12,24,17,18,13,15,17,13,15,23,19,11
"Sbj5_Time2",2,5,13,58,14,31,11,18,34,16,21,13,15,15,21,15,24,22,26,11,11,16,19,20,18,15,33,8,25,23,31,19,13,12,11,21,22,22,23,15,49,11,36,17,21,31,23,12,35,42,23,31,15,31,15,24,32,7,15,40,35,12,18,14,14,15,31,31,13,22,16,30,12,11,11,22,22,22,17,12,29,28,19,11,25,48,31,30,23,28,25,17,32,27,22,30,18,21,16,19,26,26
"Sbj5_Time3",3,5,13,56,10,30,15,13,23,13,16,16,18,14,22,18,27,21,30,3,9,14,26,20,13,13,33,17,33,19,32,26,13,20,16,24,22,18,17,13,46,10,38,14,17,25,25,16,33,39,22,33,12,26,13,27,28,17,18,41,36,20,15,16,14,11,20,39,16,22,13,39,17,13,11,21,23,18,15,15,25,27,16,11,25,34,33,36,19,30,18,17,31,28,32,32,23,24,12,19,22,26
"Sbj5_Time4",4,5,11,52,9,28,14,14,29,12,31,9,10,18,18,8,23,17,30,10,16,17,26,26,10,16,35,13,28,16,33,21,17,15,13,19,28,15,19,11,49,10,36,14,19,28,21,17,30,45,23,31,19,33,11,23,24,13,14,34,35,14,18,11,9,17,26,37,14,17,19,31,20,12,17,23,22,17,17,14,30,30,14,17,26,36,31,37,19,31,19,11,34,28,34,32,19,26,13,18,20,26
"Sbj50_Time1",1,50,21,21,19,21,14,18,19,19,16,27,17,24,15,18,24,23,28,16,25,15,20,24,11,25,18,15,15,26,20,25,17,18,15,20,11,21,12,20,27,19,16,21,13,19,21,11,17,22,17,25,8,14,14,14,27,13,19,25,16,21,23,18,18,21,24,11,22,23,22,13,27,18,16,16,15,21,25,19,25,14,22,24,18,24,23,25,15,15,12,16,24,17,8,27,15,23,24,25,12,22
"Sbj50_Time2",2,50,33,28,27,34,47,40,39,12,25,10,11,23,31,26,17,26,14,28,19,36,17,14,32,28,17,19,20,17,13,25,24,14,32,11,16,26,11,24,12,17,16,13,37,12,21,21,17,21,34,20,28,17,22,11,25,35,14,20,14,39,46,18,26,42,13,12,19,9,14,12,42,13,10,26,40,21,33,18,33,19,15,22,23,11,16,13,18,16,16,16,24,35,41,11,36,14,18,26,39,50
"Sbj50_Time3",3,50,36,33,24,43,46,45,32,11,21,14,18,25,32,16,13,23,15,32,21,29,5,15,26,28,17,15,16,18,8,18,24,20,36,12,9,27,15,22,14,15,13,14,41,14,11,27,15,21,29,10,31,7,27,15,23,36,11,10,14,45,45,14,27,44,13,18,15,9,14,16,43,17,12,28,38,20,47,17,32,16,18,21,21,19,5,11,17,15,18,15,28,32,36,14,40,19,23,28,37,40
